alert_id,source_file,rule_name,event_time,description,priority,container_id,pod_name,image_name,user_name,user_loginuid,command,k8s_namespace,tags,label,raw_line
154,Attacks-Pod-j2xzj.txt,Read sensitive file untrusted,20:07:20.171874488,an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/dev/created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""]",attack,"rule= Read sensitive file untrusted, desc= 20:07:20.171874488: an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/dev/created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""], attack"
155,Attacks-Pod-j2xzj.txt,Launch Package Management Process in Container,16:02:25.927162530,Package management process ran inside container,ERROR,a1fabfc90de4,privileged-deployment-574878fc9d-smbs5,busybox:latest,root,0,container:a1fabfc90de4 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-smbs5 container=a1fabfc90de4 image=busybox:latest,default,"[""process"", ""mitre_persistence""]",attack,"rule= Launch Package Management Process in Container, desc= 16:02:25.927162530: Package management process ran inside container, parameter=user=root user_loginuid=0 command=container:a1fabfc90de4 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-smbs5 container=a1fabfc90de4 image=busybox:latest, priority=ERROR, container=a1fabfc90de4, pod=privileged-deployment-574878fc9d-smbs5, tag=[""process"", ""mitre_persistence""], attack"
156,Attacks-Pod-j2xzj.txt,Linux Kernel Module Injection Detected,19:04:45.444655447,Detect kernel module was injected (from container).,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process""]",attack,"rule= Linux Kernel Module Injection Detected, desc= 19:04:45.444655447: Detect kernel module was injected (from container)., parameter=user=root user_loginuid=-1 program=event-generator command=event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process""], attack"
157,Attacks-Pod-j2xzj.txt,Remove Bulk Data from Disk,10:09:23.169730478,Detect process running to clear bulk data from disk,WARNING,63b38e5f2869,sensitive-mount-deployment-7fd6f8467-c5bsv,busybox:latest,root,0,container:63b38e5f2869 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-c5bsv container=63b38e5f2869 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 10:09:23.169730478: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=0 command=container:63b38e5f2869 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-c5bsv container=63b38e5f2869 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/2fe5c874-337c-4c47-8d27-f44dee66b50b/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/2fe5c874-337c-4c47-8d27-f44dee66b50b/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/2fe5c874-337c-4c47-8d27-f44dee66b50b/containers/busybox/450a5a83:/dev/termination-log::true:rprivate, priority=WARNING, container=63b38e5f2869, pod=sensitive-mount-deployment-7fd6f8467-c5bsv, tag=[""process"", ""mitre_persistence""], attack"
158,Attacks-Pod-j2xzj.txt,Linux Kernel Module Injection Detected,13:08:42.514885941,Detect kernel module was injected (from container).,WARNING,9325c5c4da0a,privileged-deployment-574878fc9d-6g4xz,busybox:latest,root,0,container:9325c5c4da0a k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-6g4xz container=9325c5c4da0a image=busybox:latest,default,"[""process""]",attack,"rule= Linux Kernel Module Injection Detected, desc= 13:08:42.514885941: Detect kernel module was injected (from container)., parameter=user=root user_loginuid=0 command=container:9325c5c4da0a k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-6g4xz container=9325c5c4da0a image=busybox:latest, priority=WARNING, container=9325c5c4da0a, pod=privileged-deployment-574878fc9d-6g4xz, tag=[""process""], attack"
159,Attacks-Pod-j2xzj.txt,Network Connection outside Local Subnet,20:26:21.457706778,Detect traffic to image outside local subnet.,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,sha1sum --loglevel info run ^helper.NetworkActivity$ connection=192.168.77.135:34922->10.2.3.4:8192 container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 20:26:21.457706778: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=-1 command=sha1sum --loglevel info run ^helper.NetworkActivity$ connection=192.168.77.135:34922->10.2.3.4:8192 container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""network""], attack"
160,Attacks-Pod-j2xzj.txt,Remove Bulk Data from Disk,20:52:30.575746281,Detect process running to clear bulk data from disk,WARNING,8f79c45ea6c0,privileged-deployment-574878fc9d-47ml2,busybox:latest,root,0,container:8f79c45ea6c0 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-47ml2 container=8f79c45ea6c0 image=busybox:latest,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 20:52:30.575746281: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=0 command=container:8f79c45ea6c0 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-47ml2 container=8f79c45ea6c0 image=busybox:latest, priority=WARNING, container=8f79c45ea6c0, pod=privileged-deployment-574878fc9d-47ml2, tag=[""process"", ""mitre_persistence""], attack"
161,Attacks-Pod-j2xzj.txt,Read sensitive file untrusted,16:13:05.385107210,an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n,WARNING,b1c202c80968,sensitive-mount-deployment-7fd6f8467-hgx8t,busybox:latest,root,0,container:b1c202c80968 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-hgx8t container=b1c202c80968 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""]",attack,"rule= Read sensitive file untrusted, desc= 16:13:05.385107210: an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n, parameter=user=root user_loginuid=0 command=container:b1c202c80968 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-hgx8t container=b1c202c80968 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/5f5f2c29-e052-4708-bef1-3c0ff384b8ca/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/5f5f2c29-e052-4708-bef1-3c0ff384b8ca/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/5f5f2c29-e052-4708-bef1-3c0ff384b8ca/containers/busybox/fb7246c4:/dev/termination-log::true:rprivate, priority=WARNING, container=b1c202c80968, pod=sensitive-mount-deployment-7fd6f8467-hgx8t, tag=[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""], attack"
162,Attacks-Pod-j2xzj.txt,Read sensitive file trusted after startup,20:21:49.781487331,"an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n",WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_credential_access""]",attack,"rule= Read sensitive file trusted after startup, desc= 20:21:49.781487331: an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n, parameter=user=root user_loginuid=-1 program=event-generator command=event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""filesystem"", ""mitre_credential_access""], attack"
163,Attacks-Pod-j2xzj.txt,Write below binary dir,00:04:37.667164242,an attempt to write to any file below a set of binary directories,ERROR,c2685212f785,privileged-deployment-574878fc9d-qcnqb,busybox:latest,root,0,container:c2685212f785 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-qcnqb container=c2685212f785 image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below binary dir, desc= 00:04:37.667164242: an attempt to write to any file below a set of binary directories, parameter=user=root user_loginuid=0 command=container:c2685212f785 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-qcnqb container=c2685212f785 image=busybox:latest, priority=ERROR, container=c2685212f785, pod=privileged-deployment-574878fc9d-qcnqb, tag=[""filesystem"", ""mitre_persistence""], attack"
164,Attacks-Pod-j2xzj.txt,Outbound Connection to C2 Servers,17:49:50.747084398,Detect outbound connection to command & control servers,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,bin,-1,login container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""network""]",attack,"rule= Outbound Connection to C2 Servers, desc= 17:49:50.747084398: Detect outbound connection to command & control servers, parameter=user=bin user_loginuid=-1 command=login container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""network""], attack"
165,Attacks-Pod-j2xzj.txt,Remove Bulk Data from Disk,19:02:30.763582788,Detect process running to clear bulk data from disk,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 19:02:30.763582788: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process"", ""mitre_persistence""], attack"
166,Attacks-Pod-j2xzj.txt,Outbound Connection to C2 Servers,19:08:45.770075691,Detect outbound connection to command & control servers,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""network""]",attack,"rule= Outbound Connection to C2 Servers, desc= 19:08:45.770075691: Detect outbound connection to command & control servers, parameter=user=root user_loginuid=-1 program=event-generator command=event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""network""], attack"
167,Attacks-Pod-j2xzj.txt,Network Connection outside Local Subnet,18:51:25.639142406,Detect traffic to image outside local subnet.,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 18:51:25.639142406: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=-1 program=event-generator command=event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""network""], attack"
168,Attacks-Pod-j2xzj.txt,Delete or rename shell history,17:53:49.265154266,Detect shell history deletion,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop directory=/bin/directory-created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process"", ""mitre_defense_evasion""]",attack,"rule= Delete or rename shell history, desc= 17:53:49.265154266: Detect shell history deletion, parameter=user=root user_loginuid=-1 command=event-generator run --loop directory=/bin/directory-created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process"", ""mitre_defense_evasion""], attack"
169,Attacks-Pod-j2xzj.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,12:40:19.607024545,Detect traffic that is not to authorized server process and port.,WARNING,0c1e4a821928,sensitive-mount-deployment-7fd6f8467-rjlqh,busybox:latest,root,0,container:0c1e4a821928 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-rjlqh container=0c1e4a821928 image=busybox:latest mounts=/var/lib/kubelet/pods/d8424c46-487a-49ee-988c-8e61baeff10a/etc-hosts:/etc/hosts::true:rprivate,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 12:40:19.607024545: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:0c1e4a821928 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-rjlqh container=0c1e4a821928 image=busybox:latest mounts=/var/lib/kubelet/pods/d8424c46-487a-49ee-988c-8e61baeff10a/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/d8424c46-487a-49ee-988c-8e61baeff10a/containers/busybox/1c0cec22:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/d8424c46-487a-49ee-988c-8e61baeff10a/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate, priority=WARNING, container=0c1e4a821928, pod=sensitive-mount-deployment-7fd6f8467-rjlqh, tag=[""network""], attack"
170,Attacks-Pod-j2xzj.txt,Detect crypto miners using the Stratum protocol,13:35:38.801437750,Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp',CRITICAL,925e1bee3e12,privileged-deployment-574878fc9d-ql2j4,busybox:latest,root,0,container:925e1bee3e12 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-ql2j4 container=925e1bee3e12 image=busybox:latest,default,"[""process"", ""mitre_execution""]",attack,"rule= Detect crypto miners using the Stratum protocol, desc= 13:35:38.801437750: Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp', parameter=user=root user_loginuid=0 command=container:925e1bee3e12 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-ql2j4 container=925e1bee3e12 image=busybox:latest, priority=CRITICAL, container=925e1bee3e12, pod=privileged-deployment-574878fc9d-ql2j4, tag=[""process"", ""mitre_execution""], attack"
171,Attacks-Pod-j2xzj.txt,Outbound Connection to C2 Servers,03:17:46.532704611,Detect outbound connection to command & control servers,WARNING,ae19ca4c6f80,sensitive-mount-deployment-7fd6f8467-wvkpl,busybox:latest,root,0,container:ae19ca4c6f80 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-wvkpl container=ae19ca4c6f80 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""network""]",attack,"rule= Outbound Connection to C2 Servers, desc= 03:17:46.532704611: Detect outbound connection to command & control servers, parameter=user=root user_loginuid=0 command=container:ae19ca4c6f80 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-wvkpl container=ae19ca4c6f80 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/fdf764bd-f42b-46dc-b9bf-bae6ed5befa5/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/fdf764bd-f42b-46dc-b9bf-bae6ed5befa5/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/fdf764bd-f42b-46dc-b9bf-bae6ed5befa5/containers/busybox/6fd135b2:/dev/termination-log::true:rprivate, priority=WARNING, container=ae19ca4c6f80, pod=sensitive-mount-deployment-7fd6f8467-wvkpl, tag=[""network""], attack"
172,Attacks-Pod-j2xzj.txt,Delete or rename shell history,20:33:16.703332373,Detect shell history deletion,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,bin,-1,login container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process"", ""mitre_defense_evasion""]",attack,"rule= Delete or rename shell history, desc= 20:33:16.703332373: Detect shell history deletion, parameter=user=bin user_loginuid=-1 command=login container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process"", ""mitre_defense_evasion""], attack"
173,Attacks-Pod-j2xzj.txt,The docker client is executed in a container,18:23:54.067391858,Detect a k8s client tool executed inside a container,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""container"", ""mitre_execution""]",attack,"rule= The docker client is executed in a container, desc= 18:23:54.067391858: Detect a k8s client tool executed inside a container, parameter=user=root user_loginuid=-1 program=event-generator command=event-generator run --loop file=/etc/shadow parent=event-generator gparent=<NA> ggparent=<NA> gggparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""container"", ""mitre_execution""], attack"
174,Attacks-Pod-j2xzj.txt,Launch Package Management Process in Container,19:13:08.291257878,Package management process ran inside container,ERROR,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process"", ""mitre_persistence""]",attack,"rule= Launch Package Management Process in Container, desc= 19:13:08.291257878: Package management process ran inside container, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=77dde7074b7d image=falcosecurity/event-generator, priority=ERROR, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process"", ""mitre_persistence""], attack"
175,Attacks-Pod-j2xzj.txt,Write below binary dir,18:07:18.088826930,an attempt to write to any file below a set of binary directories,ERROR,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop directory=/bin/directory-created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below binary dir, desc= 18:07:18.088826930: an attempt to write to any file below a set of binary directories, parameter=user=root user_loginuid=-1 command=event-generator run --loop directory=/bin/directory-created-by-event-generator container_id=77dde7074b7d image=falcosecurity/event-generator, priority=ERROR, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""filesystem"", ""mitre_persistence""], attack"
176,Attacks-Pod-j2xzj.txt,Detect crypto miners using the Stratum protocol,20:06:26.078766174,Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp',CRITICAL,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,bin,-1,child --loglevel info run ^syscall.NonSudoSetuid$ uid=root container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""process"", ""mitre_execution""]",attack,"rule= Detect crypto miners using the Stratum protocol, desc= 20:06:26.078766174: Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp', parameter=user=bin user_loginuid=-1 cur_uid=2 parent=child command=child --loglevel info run ^syscall.NonSudoSetuid$ uid=root container_id=77dde7074b7d image=falcosecurity/event-generator, priority=CRITICAL, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""process"", ""mitre_execution""], attack"
177,Attacks-Pod-j2xzj.txt,The docker client is executed in a container,05:24:53.741055227,Detect a k8s client tool executed inside a container,WARNING,31575effc68c,privileged-deployment-8849cf79f-92468,busybox:latest,root,0,container:31575effc68c k8s.ns=default k8s.pod=privileged-deployment-8849cf79f-92468 container=31575effc68c image=busybox:latest,default,"[""container"", ""mitre_execution""]",attack,"rule= The docker client is executed in a container, desc= 05:24:53.741055227: Detect a k8s client tool executed inside a container, parameter=user=root user_loginuid=0 command=container:31575effc68c k8s.ns=default k8s.pod=privileged-deployment-8849cf79f-92468 container=31575effc68c image=busybox:latest, priority=WARNING, container=31575effc68c, pod=privileged-deployment-8849cf79f-92468, tag=[""container"", ""mitre_execution""], attack"
178,Attacks-Pod-j2xzj.txt,Network Connection outside Local Subnet,19:47:01.417916687,Detect traffic to image outside local subnet.,WARNING,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,root,-1,event-generator run --loop parent=event-generator file=/root/.kube/cache/http/.diskv-temp/235718632 program=event-generator container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 19:47:01.417916687: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=-1 command=event-generator run --loop parent=event-generator file=/root/.kube/cache/http/.diskv-temp/235718632 program=event-generator container_id=77dde7074b7d image=falcosecurity/event-generator, priority=WARNING, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""network""], attack"
179,Attacks-Pod-j2xzj.txt,Detect crypto miners using the Stratum protocol,14:26:47.941735227,Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp',CRITICAL,af30947ed028,privileged-deployment-574878fc9d-kv6w8,busybox:latest,root,0,container:af30947ed028 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-kv6w8 container=af30947ed028 image=busybox:latest,default,"[""process"", ""mitre_execution""]",attack,"rule= Detect crypto miners using the Stratum protocol, desc= 14:26:47.941735227: Miners typically specify the mining pool to connect to with a URI that begins with 'stratum+tcp', parameter=user=root user_loginuid=0 command=container:af30947ed028 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-kv6w8 container=af30947ed028 image=busybox:latest, priority=CRITICAL, container=af30947ed028, pod=privileged-deployment-574878fc9d-kv6w8, tag=[""process"", ""mitre_execution""], attack"
180,Attacks-Pod-j2xzj.txt,Remove Bulk Data from Disk,15:36:05.957955300,Detect process running to clear bulk data from disk,WARNING,7fffa2962957,privileged-deployment-574878fc9d-msz6r,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-msz6r container=7fffa2962957 image=busybox:latest,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 15:36:05.957955300: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-msz6r container=7fffa2962957 image=busybox:latest, priority=WARNING, container=7fffa2962957, pod=privileged-deployment-574878fc9d-msz6r, tag=[""process"", ""mitre_persistence""], attack"
181,Attacks-Pod-j2xzj.txt,Write below monitored dir,18:17:30.101164057,an attempt to write to any file below a set of monitored directories,ERROR,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,,,,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below monitored dir, desc= 18:17:30.101164057: an attempt to write to any file below a set of monitored directories, parameter=AT_FDCWD) name=/bin/created-by-event-generator flags=0  container_id=77dde7074b7d image=falcosecurity/event-generator, priority=ERROR, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""filesystem"", ""mitre_persistence""], attack"
182,Attacks-Pod-j2xzj.txt,Remove Bulk Data from Disk,22:12:01.633461463,Detect process running to clear bulk data from disk,WARNING,060819bb1caa,sensitive-mount-deployment-7fd6f8467-gpln9,busybox:latest,root,0,container:060819bb1caa k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-gpln9 container=060819bb1caa image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""process"", ""mitre_persistence""]",attack,"rule= Remove Bulk Data from Disk, desc= 22:12:01.633461463: Detect process running to clear bulk data from disk, parameter=user=root user_loginuid=0 command=container:060819bb1caa k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-gpln9 container=060819bb1caa image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/ac8116b7-ecd1-40d5-98bf-b39616661bcf/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/ac8116b7-ecd1-40d5-98bf-b39616661bcf/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/ac8116b7-ecd1-40d5-98bf-b39616661bcf/containers/busybox/63de582e:/dev/termination-log::true:rprivate, priority=WARNING, container=060819bb1caa, pod=sensitive-mount-deployment-7fd6f8467-gpln9, tag=[""process"", ""mitre_persistence""], attack"
183,Attacks-Pod-j2xzj.txt,Modify binary dirs,18:28:24.766073292,an attempt to modify any file below a set of binary directories.,ERROR,77dde7074b7d,falco-event-generator-deployment-7bf5f7d76b-krnm7,falcosecurity/event-generator,bin,-1,child --loglevel info run ^syscall.NonSudoSetuid$ uid=root container_id=77dde7074b7d image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Modify binary dirs, desc= 18:28:24.766073292: an attempt to modify any file below a set of binary directories., parameter=user=bin user_loginuid=-1 cur_uid=2 parent=child command=child --loglevel info run ^syscall.NonSudoSetuid$ uid=root container_id=77dde7074b7d image=falcosecurity/event-generator, priority=ERROR, container=77dde7074b7d, pod=falco-event-generator-deployment-7bf5f7d76b-krnm7, tag=[""filesystem"", ""mitre_persistence""], attack"
